Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG39,OUT035,878.7861046824898
FDU32,OUT049,2004.334894382876
FDY27,OUT049,2906.274210767272
NCP54,OUT013,2004.334894382876
NCZ41,OUT049,2004.334894382876
DRL49,OUT013,2188.677535496701
FDI05,OUT018,1277.6504057834975
FDY56,OUT045,3806.419561987152
DRC13,OUT013,2004.334894382876
NCV29,OUT017,2954.925581875467
FDR24,OUT049,1488.1529231023544
FDZ34,OUT018,3065.4912606330845
FDP37,OUT035,2004.334894382876
FDX08,OUT027,4886.6308389584165
FDS57,OUT045,2040.477878233467
NCG18,OUT049,1576.009912515245
FDK25,OUT018,2736.1645144673175
FDH53,OUT049,1301.9909007804238
DRI59,OUT018,3559.969469411521
FDA52,OUT046,2847.9691693123455
FDT20,OUT010,131.3062330144766
FDE36,OUT019,381.2298075068783
FDI24,OUT017,2830.73001838191
FDB28,OUT018,3089.895976836136
FDV11,OUT017,2849.569897505587
FDP01,OUT046,2507.701504925953
FDD34,OUT027,4229.905872277498
FDJ50,OUT027,1058.5132481053768
FDZ44,OUT013,1959.385891243429
DRO59,OUT035,1166.214400186715
DRB48,OUT045,664.0275331571493
FDR21,OUT018,2829.1292901886686
NCE42,OUT010,571.3524481691094
FDO23,OUT046,1522.2785050256382
NCE30,OUT018,3470.5341825951205
FDQ22,OUT035,662.3975116543795
FDY01,OUT045,1942.1640718498054
FDS08,OUT017,2859.686522235319
FDG28,OUT018,3680.7069108179135
FDQ51,OUT018,747.3102453460565
FDB05,OUT017,3990.8257201404595
FDO56,OUT049,1948.966953951586
FDE02,OUT018,1521.5177735374164
FDN45,OUT017,3770.692042692033
FDS09,OUT013,790.0289421400928
NCA54,OUT018,3015.11207348042
FDP09,OUT010,568.0516166880328
FDC53,OUT045,1541.6478568605778
NCM55,OUT017,3063.890532439843
FDL09,OUT018,2734.5637862740755
FDA11,OUT019,236.52209336181957
FDA50,OUT045,1541.6478568605778
FDC23,OUT017,2943.885307783163
FDE22,OUT049,2542.7727589531105
FDD23,OUT046,3065.4912606330845
NCA29,OUT049,2830.73001838191
FDK38,OUT046,2492.7015779085773
DRC13,OUT046,2004.334894382876
NCP43,OUT049,2943.885307783163
FDX28,OUT049,1546.213421547064
FDF08,OUT049,1488.1529231023544
FDZ33,OUT046,2492.7015779085773
FDD10,OUT049,2904.67348257403
FDO58,OUT017,2559.5377919606644
FDI50,OUT017,3815.0124824985633
FDO58,OUT045,2564.10898562939
FDX08,OUT013,3016.712801673662
NCK17,OUT010,131.3062330144766
FDF39,OUT035,4088.570629379681
FDU45,OUT010,263.6918927753729
NCJ18,OUT018,1948.966953951586
DRC27,OUT019,570.8259283100235
DRC25,OUT035,1432.5508551164485
FDU59,OUT035,2552.3213965570953
FDU28,OUT035,3063.890532439843
NCP30,OUT046,667.8383899717612
FDB39,OUT018,934.6490682058743
FDE41,OUT013,1522.5106702051166
DRH11,OUT010,131.3062330144766
FDA58,OUT045,3842.2600389479876
FDU50,OUT046,1942.1640718498054
FDM34,OUT013,2014.785131274897
FDM44,OUT027,2856.201497553603
FDR39,OUT045,3063.890532439843
FDM25,OUT045,2830.73001838191
FDQ49,OUT049,2516.0292646333073
DRH25,OUT018,860.5301349662851
FDM09,OUT027,4285.308178097775
FDL44,OUT019,380.9086313559398
NCR42,OUT018,660.6818567181041
DRL59,OUT046,895.955239169967
FDX43,OUT013,2714.5145090329083
DRK47,OUT010,572.0551657854326
FDU48,OUT018,2014.785131274897
FDY12,OUT045,753.0716121350902
NCN43,OUT018,2004.334894382876
NCM55,OUT018,3063.890532439843
FDQ21,OUT027,2992.013440485006
FDX13,OUT035,4016.314507856571
NCK30,OUT027,5849.45067544027
FDG20,OUT049,2829.1292901886686
DRG27,OUT017,662.311878220874
FDY14,OUT018,3855.56624032948
FDP59,OUT035,1576.009912515245
FDU60,OUT017,2734.5637862740755
NCC18,OUT019,414.5533529491352
DRJ39,OUT017,3715.7550157275964
FDS07,OUT049,1931.0716403610934
FDM08,OUT027,5855.528283606394
FDP51,OUT045,2004.334894382876
FDU16,OUT035,1365.693761672178
FDH12,OUT013,1580.6036561388132
DRE48,OUT010,511.26828745256455
NCL42,OUT027,5855.528283606394
FDR21,OUT045,2855.927600070385
NCW29,OUT035,2014.785131274897
FDO11,OUT013,3996.389600058928
NCM31,OUT049,2040.477878233467
FDV35,OUT019,370.18582233869296
FDF58,OUT017,1006.9594193996695
NCE43,OUT049,2736.1645144673175
FDA02,OUT035,2467.4767012721773
DRL37,OUT010,131.3062330144766
FDR24,OUT018,1514.444063540728
FDW59,OUT049,1373.4871870327572
FDS22,OUT049,678.9945478673028
FDW24,OUT017,750.0517967376928
FDU24,OUT035,1541.6478568605778
FDA21,OUT027,5191.187317901363
FDH58,OUT027,2939.992669111878
FDW36,OUT018,1576.009912515245
FDI45,OUT027,4456.3142602286525
FDU01,OUT018,3063.890532439843
FDF35,OUT027,2901.190914404444
FDU43,OUT019,570.8259283100235
FDE24,OUT019,362.63559795638895
FDK50,OUT049,2561.2584040203715
FDG31,OUT045,1078.7541885484798
FDC60,OUT045,1488.3792572141544
FDL36,OUT013,1540.0814570348748
FDP21,OUT013,3065.4912606330845
FDW16,OUT045,1488.1529231023544
FDX02,OUT017,3800.040628969704
FDQ58,OUT027,4115.909621231396
FDT51,OUT046,1680.299249691308
FDD59,OUT049,1285.479202701897
NCM42,OUT018,1592.1378200338993
FDA57,OUT018,662.311878220874
FDZ48,OUT035,1716.5783672667517
FDE46,OUT045,2499.6906349507226
NCZ30,OUT019,278.8651193863944
FDB56,OUT017,3065.4912606330845
FDA25,OUT027,2856.201497553603
FDD20,OUT013,2004.334894382876
FDL25,OUT013,1546.8871193014952
NCO18,OUT049,2849.569897505587
FDJ45,OUT017,660.6818567181041
FDR12,OUT035,2756.5311575896158
NCF19,OUT010,131.3062330144766
FDK25,OUT046,2676.6830805531376
NCR17,OUT046,1933.6308966935158
FDC52,OUT046,2499.6906349507226
NCA54,OUT017,3015.11207348042
FDR45,OUT010,571.3524481691094
NCM19,OUT049,1931.0716403610934
FDF39,OUT027,5855.528283606394
FDX23,OUT049,1541.6478568605778
FDD58,OUT027,2841.5385635340353
FDX28,OUT013,1568.690800289218
NCD31,OUT013,2561.2584040203715
FDU57,OUT018,2499.6906349507226
FDI27,OUT046,751.0621739044714
NCM42,OUT046,1587.3826691287936
FDD32,OUT027,2107.4836519749565
FDI34,OUT013,3784.7401101508717
NCM29,OUT049,2014.785131274897
FDG46,OUT018,1857.0577963426902
DRC01,OUT010,131.3062330144766
FDB15,OUT027,5849.45067544027
NCA17,OUT027,4073.0227552158753
FDF10,OUT046,2492.7015779085773
FDR26,OUT027,4830.707391642476
FDI02,OUT049,1716.5783672667517
NCM54,OUT010,274.32562181468234
FDF14,OUT013,2499.6906349507226
FDJ33,OUT010,268.54245437826773
FDM20,OUT035,3904.56993349969
FDC03,OUT027,5735.105501633179
NCX05,OUT046,1948.966953951586
NCM41,OUT027,2769.839939037668
NCU29,OUT010,367.45132750120183
FDQ59,OUT017,1380.8431845136085
FDH46,OUT010,240.0028272605406
FDH09,OUT013,798.0323238488894
NCD06,OUT045,749.0259002823316
FDC15,OUT035,2509.812356494329
DRD37,OUT027,992.7672702059801
FDT28,OUT027,4065.6449459880264
FDR28,OUT027,4234.842941662155
FDT38,OUT017,1431.8702652190623
FDV34,OUT027,1515.773385425457
FDY52,OUT035,1056.2365804037881
FDB34,OUT013,1513.5226590298732
DRL23,OUT018,1576.009912515245
DRB24,OUT046,2507.701504925953
FDJ50,OUT046,941.2872945602567
FDQ49,OUT035,2507.701504925953
FDP20,OUT035,2004.334894382876
FDV19,OUT027,4209.040887862309
NCR54,OUT045,3063.890532439843
FDO09,OUT010,571.7988164902986
FDS57,OUT018,2131.8139611128017
FDN10,OUT049,1948.966953951586
FDV23,OUT049,2004.334894382876
FDY28,OUT049,3683.1408662650815
DRG51,OUT013,2559.5377919606644
FDD45,OUT019,236.52209336181957
NCL18,OUT027,5703.88132700105
NCM29,OUT013,2014.785131274897
FDF17,OUT027,5753.49826158528
FDE22,OUT017,2559.5377919606644
FDQ22,OUT017,660.6818567181041
FDS01,OUT013,2972.2056077731368
FDW35,OUT027,950.9480046441278
FDJ33,OUT046,2004.334894382876
NCF54,OUT035,2829.1292901886686
FDE09,OUT013,1631.4575901709675
NCE06,OUT045,2559.5377919606644
DRH49,OUT049,1292.743117136946
FDY43,OUT045,2756.5311575896158
NCT05,OUT017,4017.7952369688014
FDZ34,OUT045,3065.4912606330845
FDL38,OUT017,1443.6235164605478
FDZ31,OUT017,3065.4912606330845
FDR14,OUT035,927.9876918427289
NCN54,OUT049,1271.205484148775
NCC42,OUT027,3014.3938959596185
FDK08,OUT017,1546.213421547064
FDP59,OUT013,1576.009912515245
FDV22,OUT035,2534.8336376945713
FDD33,OUT035,3814.728487658371
DRE60,OUT027,5849.45067544027
FDK52,OUT046,3788.246058179957
FDA02,OUT017,2492.7015779085773
FDM56,OUT049,1592.1378200338993
FDE57,OUT035,2040.477878233467
FDM32,OUT045,1483.3877259593492
NCQ30,OUT027,2970.7280867191703
FDQ27,OUT027,2856.201497553603
FDT60,OUT027,2995.4306336768186
FDU43,OUT049,3886.2982043430993
NCO55,OUT035,1580.6036561388132
FDG02,OUT045,3065.4912606330845
FDJ28,OUT013,3065.4912606330845
FDP40,OUT045,1716.5783672667517
FDJ38,OUT045,3065.4912606330845
NCC54,OUT017,3875.9898275940873
NCZ41,OUT046,2004.334894382876
FDK38,OUT019,367.1630931859417
FDU52,OUT013,2509.812356494329
FDC40,OUT046,1230.0669703444778
NCR30,OUT017,1122.5279958063759
NCN18,OUT017,1716.5783672667517
FDB50,OUT035,1280.2538773198632
FDG04,OUT013,3065.4912606330845
FDR26,OUT035,2847.9691693123455
NCT17,OUT018,3065.4912606330845
FDX35,OUT027,5849.45067544027
FDS12,OUT046,2004.334894382876
NCZ29,OUT027,2995.4306336768186
FDB38,OUT010,381.19686567119993
FDP12,OUT013,702.3982732787654
FDP22,OUT046,799.895225281823
FDS26,OUT018,3847.4266405883927
FDR52,OUT046,3065.4912606330845
DRJ13,OUT046,2559.5377919606644
FDU48,OUT027,3008.343050206781
FDE29,OUT035,996.5661265609264
NCT29,OUT049,2004.334894382876
DRK37,OUT018,3065.4912606330845
FDK55,OUT046,1454.575658261744
FDR07,OUT046,1541.6478568605778
FDO21,OUT027,5855.528283606394
FDK46,OUT049,4072.173001534553
FDB12,OUT045,1576.009912515245
FDT31,OUT027,5198.328375257472
FDJ33,OUT045,2004.334894382876
FDC26,OUT027,2905.8030882498438
NCQ02,OUT045,3065.4912606330845
FDP08,OUT010,509.3221051474043
FDB11,OUT027,5849.45067544027
FDV55,OUT013,2492.7015779085773
FDW20,OUT049,2004.334894382876
NCJ18,OUT019,278.8651193863944
FDC41,OUT018,1173.044947489597
FDE14,OUT027,2856.201497553603
FDG35,OUT013,2829.1292901886686
FDF45,OUT035,936.6514817527991
FDS19,OUT027,1885.2785293003915
FDS58,OUT019,379.2302413182954
FDA26,OUT017,3764.4096836571366
FDM32,OUT049,1459.5801272527265
FDL45,OUT046,2004.334894382876
FDZ55,OUT049,2550.1801302122763
FDY37,OUT049,2043.6161049510451
FDO46,OUT046,3065.4912606330845
FDQ60,OUT046,1996.0006379101208
FDA19,OUT018,2014.785131274897
FDL15,OUT046,2507.701504925953
FDM10,OUT018,3473.330313129608
NCL05,OUT017,664.1451438680838
DRK49,OUT010,131.3062330144766
NCE18,OUT027,5855.528283606394
FDG40,OUT049,663.7763466869089
DRI59,OUT045,3778.4353170861054
FDK28,OUT035,4035.008873887703
NCD06,OUT019,131.3062330144766
FDO11,OUT019,570.5098470787207
FDK27,OUT046,1978.6925867120635
FDT43,OUT027,1021.1243637197558
FDD38,OUT018,1576.009912515245
FDA16,OUT049,3748.9613496114157
FDL14,OUT027,4115.909621231396
NCM17,OUT049,668.542636588578
FDD20,OUT045,2004.334894382876
FDA40,OUT045,1472.3098852978126
FDL43,OUT045,1283.2708689871322
FDV15,OUT045,1576.009912515245
FDE52,OUT046,1488.3792572141544
NCL17,OUT010,358.6524684764213
NCJ31,OUT045,3868.4077084216365
FDR60,OUT045,1271.470662768681
NCA18,OUT035,1942.1640718498054
FDS21,OUT027,1410.5455329685474
FDW09,OUT035,1269.0916952511452
FDL26,OUT035,2507.701504925953
FDS47,OUT018,1495.2845147226433
FDC39,OUT046,3448.6877281449497
FDT51,OUT035,1685.6182522758704
FDK40,OUT035,4088.570629379681
NCG19,OUT045,3836.4469164064126
FDZ07,OUT046,1060.5421880928072
FDF08,OUT027,2664.281228025834
FDO04,OUT013,1018.7569789642545
FDK41,OUT018,1376.9478072205502
FDP15,OUT049,4007.4831008200986
NCD43,OUT018,1576.009912515245
NCP18,OUT013,2492.7015779085773
FDZ51,OUT046,1522.2785050256382
DRH13,OUT035,1589.4234650226138
FDF38,OUT045,664.0275331571493
NCI43,OUT045,751.767451673968
FDM38,OUT027,1212.3687751272355
FDS03,OUT013,1231.9381105358632
DRJ47,OUT017,2829.1292901886686
FDT50,OUT010,229.53334964753245
FDV02,OUT046,2829.1292901886686
NCG18,OUT017,1576.009912515245
FDW52,OUT046,2565.7097138226322
FDS40,OUT035,662.3975116543795
FDN31,OUT017,3065.4912606330845
FDA37,OUT045,2004.334894382876
FDA15,OUT046,4008.1230084106173
FDL39,OUT046,3015.11207348042
FDJ53,OUT045,2004.334894382876
FDX22,OUT013,3684.5756715690395
NCZ42,OUT045,3878.893717689652
FDD56,OUT027,4492.171791837543
FDD40,OUT017,3063.890532439843
FDS50,OUT013,3764.650668687119
NCN14,OUT013,3063.890532439843
FDT15,OUT013,3065.4912606330845
NCS18,OUT027,2883.042039755888
NCO26,OUT010,267.67423767735994
FDF58,OUT018,1015.7216970981295
NCB19,OUT013,1522.5106702051166
FDH26,OUT017,2040.477878233467
DRB24,OUT027,4099.796790773962
FDA49,OUT018,1441.201777331132
FDB32,OUT045,1541.6478568605778
FDI36,OUT017,3065.4912606330845
NCA17,OUT010,367.45132750120183
FDH22,OUT013,2004.334894382876
NCM26,OUT018,2503.2659942739137
FDT15,OUT027,5186.66602253657
FDB16,OUT018,1454.7354274081188
NCP54,OUT027,2995.4306336768186
FDJ36,OUT013,1576.009912515245
FDO28,OUT045,1998.5003927703833
FDU09,OUT013,1009.5138171513953
FDF29,OUT017,2004.334894382876
FDY08,OUT013,2029.0714174948312
DRJ59,OUT018,660.6818567181041
FDT23,OUT027,1909.3080015918488
FDU15,OUT018,660.6818567181041
FDT47,OUT013,1546.8791713230132
FDI53,OUT019,380.7643362900118
FDR59,OUT018,3859.680557051377
FDD53,OUT035,664.0275331571493
FDY51,OUT017,3747.906446399467
FDT04,OUT049,664.6281229121901
FDU51,OUT049,2847.9691693123455
FDG14,OUT035,2499.6906349507226
NCU06,OUT045,3801.889543262375
DRG25,OUT046,3065.4912606330845
DRH49,OUT035,1367.6162951084805
FDN15,OUT035,2020.9530451822027
FDL43,OUT018,1220.5395368769432
NCT18,OUT049,3060.73755908581
NCB31,OUT013,4045.28825077115
FDK57,OUT035,1970.8292313043714
FDY04,OUT019,381.2298075068783
NCP54,OUT046,2004.334894382876
FDF41,OUT013,3867.176380023142
FDM01,OUT045,1576.009912515245
FDW03,OUT045,1576.009912515245
FDF28,OUT045,2004.334894382876
FDY37,OUT017,2052.0240867289285
FDQ03,OUT017,3842.9952293620254
FDP51,OUT027,2945.1258831037203
FDJ40,OUT017,1683.009048546872
FDC32,OUT049,1522.2785050256382
DRI49,OUT027,2155.4566882960125
NCW54,OUT017,925.8867905074143
FDF09,OUT017,660.6818567181041
FDP45,OUT018,3790.5171301257637
DRJ23,OUT018,3063.890532439843
FDS59,OUT017,1688.0210890228961
FDY08,OUT046,2020.9530451822027
FDX16,OUT049,2492.7015779085773
FDY16,OUT018,3063.890532439843
FDK32,OUT035,2503.2659942739137
FDQ22,OUT013,704.0282947815352
NCC31,OUT018,2516.0292646333073
FDG58,OUT049,2507.701504925953
DRF48,OUT013,3065.4912606330845
DRH36,OUT049,1111.8863413949493
NCR30,OUT035,1157.151078170848
FDB03,OUT019,570.95621539991
FDZ28,OUT027,2995.4306336768186
FDR35,OUT017,3070.4551493401186
DRD15,OUT027,5852.698481299204
FDJ33,OUT019,280.1357522328171
FDA56,OUT010,268.54245437826773
FDP56,OUT046,751.0621739044714
NCT30,OUT046,751.0621739044714
FDK15,OUT017,1566.1923718617609
FDH44,OUT018,2492.7015779085773
FDV01,OUT013,2507.701504925953
DRG03,OUT017,2499.6906349507226
FDG50,OUT027,2671.894367052046
FDR16,OUT010,571.7988164902986
FDZ60,OUT046,1585.1839504000316
DRG03,OUT045,2507.701504925953
FDS56,OUT018,3859.680557051377
FDU33,OUT045,749.0259002823316
DRD27,OUT035,1541.6478568605778
FDW22,OUT046,3774.482653098881
DRA24,OUT045,2561.2584040203715
FDF38,OUT049,664.6281229121901
FDX48,OUT013,2507.701504925953
FDS58,OUT018,2552.3213965570953
FDC32,OUT046,1522.2785050256382
NCQ29,OUT045,4061.1294343715026
DRK39,OUT018,1390.1746966256783
NCS38,OUT017,1933.6308966935158
DRO47,OUT013,1716.5783672667517
DRG27,OUT027,950.9480046441278
FDC57,OUT027,5700.516961226072
FDS55,OUT046,2492.7015779085773
NCJ06,OUT018,2001.6193403951538
FDO01,OUT019,285.6156123191942
NCM55,OUT045,3063.890532439843
FDC52,OUT049,2499.6906349507226
FDQ15,OUT045,1285.1213427815846
NCT30,OUT027,1019.8578942798413
NCR42,OUT027,947.4847174941483
FDD28,OUT035,927.9876918427289
FDQ34,OUT049,1576.009912515245
FDZ12,OUT027,3064.3185661592743
DRE13,OUT019,205.32476115062624
NCN07,OUT019,287.22020856625267
FDM28,OUT035,3015.11207348042
FDI10,OUT017,2830.73001838191
FDQ25,OUT013,2766.5245857080845
FDA38,OUT010,571.3524481691094
DRI13,OUT049,3693.566717773875
FDY20,OUT027,2671.894367052046
NCZ53,OUT035,3065.4912606330845
NCM31,OUT013,2467.4767012721773
DRB01,OUT017,3065.4912606330845
DRF37,OUT046,4061.939824275753
NCF42,OUT049,2847.9691693123455
FDF16,OUT018,2492.7015779085773
FDB41,OUT013,788.553860188371
FDR34,OUT013,3799.2113079116057
FDR15,OUT018,2509.812356494329
NCV42,OUT019,273.8640164148359
FDW51,OUT035,3692.528587382434
FDU36,OUT017,1541.6478568605778
FDX60,OUT049,1320.8790302337502
FDY03,OUT035,1926.115126380296
FDW55,OUT045,3910.3588384437953
FDT01,OUT010,569.0112110306073
FDG58,OUT013,2507.701504925953
FDK21,OUT017,4008.1392545579265
NCS41,OUT019,465.7024624197044
FDS10,OUT045,3037.8376659425935
NCT53,OUT046,2565.7097138226322
FDJ28,OUT018,3065.4912606330845
FDX44,OUT045,1454.568132103084
FDT20,OUT018,661.5336329433852
FDO44,OUT017,1631.4575901709675
NCX17,OUT049,3830.4735132150045
FDY01,OUT017,1948.966953951586
FDJ12,OUT027,5855.528283606394
DRK35,OUT018,660.6818567181041
FDD47,OUT019,387.8260868667736
NCM53,OUT035,1578.4133012691655
FDO45,OUT013,1521.8479937409038
NCM42,OUT010,250.47063408772155
FDE04,OUT046,2970.6048795798943
NCI30,OUT027,5849.45067544027
FDZ19,OUT013,2830.73001838191
FDW57,OUT013,2857.528328263627
FDA25,OUT013,1576.009912515245
FDT22,OUT046,967.2569007954609
FDP51,OUT013,1961.8561997690458
FDD48,OUT027,2939.992669111878
FDY39,OUT035,3065.4912606330845
FDO48,OUT010,571.3524481691094
FDD23,OUT027,5191.187317901363
DRN35,OUT027,947.4847174941483
FDT01,OUT035,3692.528587382434
FDC20,OUT010,131.3062330144766
DRJ35,OUT035,1023.9497497410233
FDB32,OUT046,1530.7976076559944
FDL24,OUT046,2830.73001838191
NCV42,OUT035,1821.037539459353
FDZ46,OUT046,1592.1378200338993
FDC15,OUT013,2509.812356494329
FDD08,OUT019,131.3062330144766
FDY50,OUT049,1485.4885087259945
FDD36,OUT013,1970.8292313043714
FDG57,OUT027,1019.8578942798413
FDL21,OUT018,663.3943579134581
FDN16,OUT027,2856.201497553603
FDJ09,OUT027,1019.8578942798413
FDS01,OUT010,422.41047627851714
FDV33,OUT017,4079.8045755582903
DRE12,OUT017,1933.6308966935158
FDR07,OUT013,1546.8791713230132
FDP48,OUT010,469.03015657872317
NCB55,OUT035,936.6514817527991
FDQ08,OUT013,1093.8164292702352
FDR34,OUT035,3826.668440095232
FDO33,OUT046,1719.0690812921855
FDP13,OUT045,663.2492878796605
FDX12,OUT049,3889.3908989405945
NCT06,OUT049,2640.5368214196806
FDR16,OUT019,569.0057336452485
FDE36,OUT046,2565.7097138226322
FDZ36,OUT049,3065.4912606330845
FDV13,OUT045,1467.6869003955971
NCZ17,OUT035,662.3975116543795
FDU56,OUT045,3063.890532439843
FDM09,OUT035,2813.0390072877008
FDV02,OUT017,2829.1292901886686
FDS34,OUT018,1857.0577963426902
FDA11,OUT049,1541.6478568605778
FDP09,OUT017,3698.417968281911
FDB29,OUT027,2932.397815733809
FDT19,OUT017,2830.73001838191
DRH15,OUT017,674.0734046689898
FDY38,OUT046,3801.0929228975715
FDF14,OUT027,4082.955717033067
FDN48,OUT010,226.19942835369292
FDQ12,OUT013,3803.976343411483
NCJ43,OUT045,2830.73001838191
FDE17,OUT019,368.1016513569474
FDB05,OUT035,3995.3019292512854
FDH10,OUT045,3063.890532439843
NCR06,OUT017,662.311878220874
FDU32,OUT018,2004.334894382876
FDD56,OUT049,2830.73001838191
FDO36,OUT018,3015.11207348042
FDH16,OUT010,225.6578473953451
FDX10,OUT018,660.6818567181041
FDZ37,OUT017,1471.2657340566618
FDU31,OUT010,571.3524481691094
DRC49,OUT049,2046.662926465961
FDL15,OUT045,2499.6906349507226
FDN32,OUT019,492.8873381184371
DRH59,OUT027,1494.109985001933
NCU29,OUT049,2492.7015779085773
FDR37,OUT019,467.8993211730743
FDS14,OUT018,2528.603398253139
FDU02,OUT027,5849.45067544027
FDJ08,OUT035,3065.4912606330845
NCZ06,OUT045,3999.2309983074983
FDO31,OUT049,1345.9598969908066
FDH31,OUT018,1573.6609101452843
FDS58,OUT017,2550.1801302122763
NCA53,OUT027,1019.8578942798413
FDF50,OUT046,3065.4912606330845
NCW42,OUT049,3771.632706717197
NCQ17,OUT045,2516.0292646333073
FDK51,OUT018,3864.7401750058593
NCW41,OUT010,376.8189210935541
NCR29,OUT017,925.8867905074143
FDB08,OUT019,378.5624698407191
FDA40,OUT027,2449.5848455292607
FDL14,OUT018,2538.852575538615
FDB47,OUT046,3602.620750795553
FDO03,OUT035,3815.0095347468828
DRK13,OUT019,520.656669427949
FDX13,OUT010,571.3524481691094
FDF52,OUT046,3065.4912606330845
FDT11,OUT013,3065.4912606330845
FDB08,OUT013,2550.1801302122763
FDQ28,OUT018,2509.812356494329
FDD29,OUT045,4012.0756723978425
NCQ29,OUT027,5849.45067544027
NCO02,OUT013,1231.9381105358632
FDR56,OUT010,511.71465577375386
NCM54,OUT049,2004.334894382876
FDP51,OUT035,1948.966953951586
FDT38,OUT013,1505.9860899383693
FDZ20,OUT018,3795.458654779639
FDJ53,OUT013,2004.334894382876
FDX13,OUT049,3998.3379663549845
FDP58,OUT035,3766.665503270702
NCK31,OUT019,131.3062330144766
FDA35,OUT018,2004.334894382876
FDV37,OUT018,3076.6219445857027
NCO07,OUT027,5855.528283606394
FDA20,OUT045,3065.4912606330845
FDZ59,OUT035,2714.5145090329083
NCY17,OUT017,676.8662776132504
FDQ28,OUT035,2503.2659942739137
FDV35,OUT017,2507.701504925953
FDQ36,OUT013,702.3982732787654
FDD34,OUT018,2561.2584040203715
FDK51,OUT045,4083.206022680444
FDV31,OUT035,2830.73001838191
FDR04,OUT035,1541.6478568605778
FDR14,OUT049,925.8867905074143
DRC36,OUT010,415.8027314929487
FDE39,OUT019,278.8651193863944
FDP57,OUT049,1576.009912515245
FDE57,OUT046,2040.477878233467
NCN18,OUT046,1706.9490047019062
NCQ05,OUT018,2495.109272520577
FDW47,OUT035,2001.6193403951538
FDV46,OUT035,2017.9380708263539
NCP29,OUT045,1071.6776997902923
FDE09,OUT018,1675.5481334160859
NCU06,OUT027,5849.45067544027
FDT19,OUT010,416.0399778924054
DRF15,OUT017,2499.6906349507226
DRI51,OUT013,2754.930429396374
NCX54,OUT013,1576.009912515245
DRE01,OUT013,3860.2426607571974
NCB07,OUT045,3063.890532439843
FDU50,OUT035,1933.6308966935158
FDG40,OUT035,662.3975116543795
FDW10,OUT018,2829.1292901886686
FDX51,OUT013,3065.4912606330845
NCP17,OUT045,1070.3945201282586
FDP21,OUT035,3065.4912606330845
FDL04,OUT045,1576.009912515245
FDV23,OUT013,2004.334894382876
FDF24,OUT046,1352.7390908137836
FDH56,OUT027,2932.397815733809
FDB51,OUT049,999.3918493949753
FDI58,OUT027,2841.5385635340353
FDR20,OUT013,788.553860188371
FDC51,OUT018,2004.334894382876
FDB16,OUT027,2449.5848455292607
FDE40,OUT049,1000.8359129383938
NCM17,OUT035,667.1638015560487
FDU56,OUT035,3063.890532439843
FDS32,OUT019,288.70895882196356
FDX02,OUT049,3787.291783758468
FDT39,OUT027,4099.796790773962
FDE35,OUT017,927.9876918427289
NCI42,OUT019,562.2499085956327
DRL23,OUT046,1576.009912515245
FDA10,OUT046,2004.334894382876
FDA11,OUT013,1546.8791713230132
NCM06,OUT046,2507.701504925953
NCT05,OUT035,4052.4653974588105
NCQ02,OUT010,494.01817352408597
NCY06,OUT049,2014.785131274897
FDY56,OUT035,3808.6038919688767
FDL02,OUT035,1576.009912515245
NCI06,OUT035,2880.584143232979
FDQ14,OUT045,2495.109272520577
FDQ12,OUT017,3808.413195104696
FDP36,OUT046,751.0621739044714
FDK21,OUT027,5855.528283606394
FDO40,OUT045,2492.7015779085773
NCK54,OUT019,278.2307171050267
FDY09,OUT018,2842.8833677870407
NCW30,OUT049,4072.469565597561
NCC55,OUT027,947.4847174941483
FDE58,OUT018,1948.966953951586
FDR39,OUT013,3063.890532439843
FDU28,OUT049,3063.890532439843
FDH08,OUT017,3811.505889702192
FDG35,OUT045,2829.1292901886686
FDG22,OUT049,663.7763466869089
FDC34,OUT035,2528.603398253139
FDP15,OUT018,3794.9906563369236
FDK34,OUT010,571.3524481691094
FDU45,OUT035,1942.1640718498054
FDQ04,OUT027,949.114738996918
FDX22,OUT018,3474.1265981569722
FDB45,OUT017,1576.009912515245
NCH43,OUT027,5849.45067544027
DRE60,OUT046,3775.09168314268
FDD17,OUT027,5855.528283606394
NCM54,OUT017,2004.334894382876
NCH55,OUT013,2004.334894382876
NCT06,OUT017,2564.10898562939
FDA48,OUT027,5849.45067544027
FDY58,OUT027,5855.528283606394
FDO25,OUT045,3687.2177965303936
FDN50,OUT045,1541.6478568605778
FDH35,OUT035,2564.10898562939
FDK09,OUT045,3790.2317988101936
FDO16,OUT013,1498.4426632050545
FDW11,OUT045,1086.124540065417
FDU47,OUT027,3014.3938959596185
NCQ42,OUT010,274.32562181468234
FDK55,OUT027,2671.894367052046
FDN08,OUT049,1946.4506988446988
FDT57,OUT045,3859.573573365454
FDJ12,OUT018,3425.475400826325
DRL59,OUT017,798.2918491133906
NCN53,OUT046,665.1258887764074
FDO51,OUT010,131.3062330144766
FDK56,OUT017,3065.4912606330845
FDY12,OUT035,848.1034477168952
FDU15,OUT035,662.3975116543795
FDQ19,OUT046,3889.444714787792
DRF15,OUT045,2507.701504925953
DRE25,OUT019,235.9805124034717
FDK57,OUT018,1970.8292313043714
FDD33,OUT010,571.7988164902986
FDR34,OUT027,5855.528283606394
FDU04,OUT045,2004.334894382876
FDE35,OUT019,131.6947486954849
NCD31,OUT035,2561.2584040203715
